Instruction Name,Opcode,Instruction,64-bit validity,32-bit validity,CpuId Flags
VCMPPD,VEX.256.66.0F.WIG C2 /r /ib,"VCMPPD ymm1, ymm2, ymm3/m256, imm8",V,V,AVX
VCMPPD,EVEX.128.66.0F.W1 C2 /r /ib,"VCMPPD k1 {k2}, xmm2, xmm3/m128/m64bcst, imm8",V,V,AVX512VL|AVX512F
VCMPPD,EVEX.256.66.0F.W1 C2 /r /ib,"VCMPPD k1 {k2}, ymm2, ymm3/m256/m64bcst, imm8",V,V,AVX512VL|AVX512F
VCMPPD,EVEX.512.66.0F.W1 C2 /r /ib,"VCMPPD k1 {k2}, zmm2, zmm3/m512/m64bcst{sae}, imm8",V,V,AVX512F
CMPPS,NP 0F C2 /r /ib,"CMPPS xmm1, xmm2/m128, imm8",V,V,SSE
VCMPPS,VEX.128.0F.WIG C2 /r /ib,"VCMPPS xmm1, xmm2, xmm3/m128, imm8",V,V,AVX
VCMPPS,VEX.256.0F.WIG C2 /r /ib,"VCMPPS ymm1, ymm2, ymm3/m256, imm8",V,V,AVX
VCMPPS,EVEX.128.0F.W0 C2 /r /ib,"VCMPPS k1 {k2}, xmm2, xmm3/m128/m32bcst, imm8",V,V,AVX512VL|AVX512F
VCMPPS,EVEX.256.0F.W0 C2 /r /ib,"VCMPPS k1 {k2}, ymm2, ymm3/m256/m32bcst, imm8",V,V,AVX512VL|AVX512F
VCMPPS,EVEX.512.0F.W0 C2 /r /ib,"VCMPPS k1 {k2}, zmm2, zmm3/m512/m32bcst{sae}, imm8",V,V,AVX512F
CMPS,A6,"CMPS m8, m8",V,V,
CMPS,A7,"CMPS m16 , m16",V,V,
CMPS,A7,"CMPS m32, m32",V,V,
CMPS,REX.W A7,"CMPS m64, m64",V,N.E.,
CMPSB,A6,CMPSB,V,V,
CMPSW,A7,CMPSW,V,V,
CMPSD,A7,CMPSD,V,V,
CMPSQ,REX.W A7,CMPSQ,V,N.E.,
CMPSD,F2 0F C2 /r /ib,"CMPSD xmm1, xmm2/m64, imm8",V,V,SSE2
VCMPSD,VEX.LIG.F2.0F.WIG C2 /r /ib,"VCMPSD xmm1, xmm2, xmm3/m64, imm8",V,V,AVX
VCMPSD,EVEX.LIG.F2.0F.W1 C2 /r /ib,"VCMPSD k1 {k2}, xmm2, xmm3/m64{sae}, imm8",V,V,AVX512F
CMPSS,F3 0F C2 /r /ib,"CMPSS xmm1, xmm2/m32, imm8",V,V,SSE
VCMPSS,VEX.LIG.F3.0F.WIG C2 /r /ib,"VCMPSS xmm1, xmm2, xmm3/m32, imm8",V,V,AVX
VCMPSS,EVEX.LIG.F3.0F.W0 C2 /r /ib,"VCMPSS k1 {k2}, xmm2, xmm3/m32{sae}, imm8",V,V,AVX512F
CMPXCHG,0F B0 /r,"CMPXCHG r/m8, r8",V,V,
CMPXCHG,REX 0F B0 /r,"CMPXCHG r/m8**,r8",V,N.E.,
CMPXCHG,0F B1 /r,"CMPXCHG r/m16, r16",V,V,
CMPXCHG,0F B1 /r,"CMPXCHG r/m32, r32",V,V,
CMPXCHG,REX.W 0F B1 /r,"CMPXCHG r/m64, r64",V,N.E.,
CMPXCHG8B,0F C7 /1,CMPXCHG8B m64,V,V,
CMPXCHG16B,REX.W 0F C7 /1,CMPXCHG16B m128,V,N.E.,
COMISD,66 0F 2F /r,"COMISD xmm1, xmm2/m64",V,V,SSE2
VCOMISD,VEX.LIG.66.0F.WIG 2F /r,"VCOMISD xmm1, xmm2/m64",V,V,AVX
VCOMISD,EVEX.LIG.66.0F.W1 2F /r,"VCOMISD xmm1, xmm2/m64{sae}",V,V,AVX512F
COMISS,NP 0F 2F /r,"COMISS xmm1, xmm2/m32",V,V,SSE
VCOMISS,VEX.LIG.0F.WIG 2F /r,"VCOMISS xmm1, xmm2/m32",V,V,AVX
VCOMISS,EVEX.LIG.0F.W0 2F /r,"VCOMISS xmm1, xmm2/m32{sae}",V,V,AVX512F
CPUID,0F A2,CPUID,V,V,
CRC32,F2 0F 38 F0 /r,"CRC32 r32, r/m8",V,V,
CRC32,F2 REX 0F 38 F0 /r,"CRC32 r32, r/m8*",V,N.E.,
CRC32,F2 0F 38 F1 /r,"CRC32 r32, r/m16",V,V,
CRC32,F2 0F 38 F1 /r,"CRC32 r32, r/m32",V,V,
CRC32,F2 REX.W 0F 38 F0 /r,"CRC32 r64, r/m8",V,N.E.,
CRC32,F2 REX.W 0F 38 F1 /r,"CRC32 r64, r/m64",V,N.E.,
CVTDQ2PD,F3 0F E6 /r,"CVTDQ2PD xmm1, xmm2/m64",V,V,SSE2
VCVTDQ2PD,VEX.128.F3.0F.WIG E6 /r,"VCVTDQ2PD xmm1, xmm2/m64",V,V,AVX
VCVTDQ2PD,VEX.256.F3.0F.WIG E6 /r,"VCVTDQ2PD ymm1, xmm2/m128",V,V,AVX
VCVTDQ2PD,EVEX.128.F3.0F.W0 E6 /r,"VCVTDQ2PD xmm1 {k1}{z}, xmm2/m128/m32bcst",V,V,AVX512VL|AVX512F
VCVTDQ2PD,EVEX.256.F3.0F.W0 E6 /r,"VCVTDQ2PD ymm1 {k1}{z}, xmm2/m128/m32bcst",V,V,AVX512VL|AVX512F
VCVTDQ2PD,EVEX.512.F3.0F.W0 E6 /r,"VCVTDQ2PD zmm1 {k1}{z}, ymm2/m256/m32bcst",V,V,AVX512F
CVTDQ2PS,NP 0F 5B /r,"CVTDQ2PS xmm1, xmm2/m128",V,V,SSE2
VCVTDQ2PS,VEX.128.0F.WIG 5B /r,"VCVTDQ2PS xmm1, xmm2/m128",V,V,AVX
VCVTDQ2PS,VEX.256.0F.WIG 5B /r,"VCVTDQ2PS ymm1, ymm2/m256",V,V,AVX
VCVTDQ2PS,EVEX.128.0F.W0 5B /r,"VCVTDQ2PS xmm1 {k1}{z}, xmm2/m128/m32bcst",V,V,AVX512VL|AVX512F
VCVTDQ2PS,EVEX.256.0F.W0 5B /r,"VCVTDQ2PS ymm1 {k1}{z}, ymm2/m256/m32bcst",V,V,AVX512VL|AVX512F
VCVTDQ2PS,EVEX.512.0F.W0 5B /r,"VCVTDQ2PS zmm1 {k1}{z}, zmm2/m512/m32bcst{er}",V,V,AVX512F
CVTPD2DQ,F2 0F E6 /r,"CVTPD2DQ xmm1, xmm2/m128",V,V,SSE2
VCVTPD2DQ,VEX.128.F2.0F.WIG E6 /r,"VCVTPD2DQ xmm1, xmm2/m128",V,V,AVX
VCVTPD2DQ,VEX.256.F2.0F.WIG E6 /r,"VCVTPD2DQ xmm1, ymm2/m256",V,V,AVX
VCVTPD2DQ,EVEX.128.F2.0F.W1 E6 /r,"VCVTPD2DQ xmm1 {k1}{z}, xmm2/m128/m64bcst",V,V,AVX512VL|AVX512F
VCVTPD2DQ,EVEX.256.F2.0F.W1 E6 /r,"VCVTPD2DQ xmm1 {k1}{z}, ymm2/m256/m64bcst",V,V,AVX512VL|AVX512F
VCVTPD2DQ,EVEX.512.F2.0F.W1 E6 /r,"VCVTPD2DQ ymm1 {k1}{z}, zmm2/m512/m64bcst{er}",V,V,AVX512F
CVTPD2PI,66 0F 2D /r,"CVTPD2PI mm , xmm/m128",V,V,
CVTPD2PS,66 0F 5A /r,"CVTPD2PS xmm1, xmm2/m128",V,V,SSE2
VCVTPD2PS,VEX.128.66.0F.WIG 5A /r,"VCVTPD2PS xmm1, xmm2/m128",V,V,AVX
VCVTPD2PS,VEX.256.66.0F.WIG 5A /r,"VCVTPD2PS xmm1, ymm2/m256",V,V,AVX
VCVTPD2PS,EVEX.128.66.0F.W1 5A /r,"VCVTPD2PS xmm1 {k1}{z}, xmm2/m128/m64bcst",V,V,AVX512VL|AVX512F
VCVTPD2PS,EVEX.256.66.0F.W1 5A /r,"VCVTPD2PS xmm1 {k1}{z}, ymm2/m256/m64bcst",V,V,AVX512VL|AVX512F
VCVTPD2PS,EVEX.512.66.0F.W1 5A /r,"VCVTPD2PS ymm1 {k1}{z}, zmm2/m512/m64bcst{er}",V,V,AVX512F
CVTPI2PD,66 0F 2A /r,"CVTPI2PD xmm , mm/m64*",V,V,
CVTPI2PS,NP 0F 2A /r,"CVTPI2PS xmm , mm / m64",V,V,
CVTPS2DQ,66 0F 5B /r,"CVTPS2DQ xmm1, xmm2/m128",V,V,SSE2
VCVTPS2DQ,VEX.128.66.0F.WIG 5B /r,"VCVTPS2DQ xmm1, xmm2/m128",V,V,AVX
VCVTPS2DQ,VEX.256.66.0F.WIG 5B /r,"VCVTPS2DQ ymm1, ymm2/m256",V,V,AVX
VCVTPS2DQ,EVEX.128.66.0F.W0 5B /r,"VCVTPS2DQ xmm1 {k1}{z}, xmm2/m128/m32bcst",V,V,AVX512VL|AVX512F
VCVTPS2DQ,EVEX.256.66.0F.W0 5B /r,"VCVTPS2DQ ymm1 {k1}{z}, ymm2/m256/m32bcst",V,V,AVX512VL|AVX512F
VCVTPS2DQ,EVEX.512.66.0F.W0 5B /r,"VCVTPS2DQ zmm1 {k1}{z}, zmm2/m512/m32bcst{er}",V,V,AVX512F
CVTPS2PD,NP 0F 5A /r,"CVTPS2PD xmm1, xmm2/m64",V,V,SSE2
VCVTPS2PD,VEX.128.0F.WIG 5A /r,"VCVTPS2PD xmm1, xmm2/m64",V,V,AVX
VCVTPS2PD,VEX.256.0F.WIG 5A /r,"VCVTPS2PD ymm1, xmm2/m128",V,V,AVX
VCVTPS2PD,EVEX.128.0F.W0 5A /r,"VCVTPS2PD xmm1 {k1}{z}, xmm2/m64/m32bcst",V,V,AVX512VL|AVX512F
VCVTPS2PD,EVEX.256.0F.W0 5A /r,"VCVTPS2PD ymm1 {k1}{z}, xmm2/m128/m32bcst",V,V,AVX512VL
VCVTPS2PD,EVEX.512.0F.W0 5A /r,"VCVTPS2PD zmm1 {k1}{z}, ymm2/m256/m32bcst{sae}",V,V,AVX512F
CVTPS2PI,NP 0F 2D /r,"CVTPS2PI mm, xmm/m64",V,V,
CVTSD2SI,F2 0F 2D /r,"CVTSD2SI r32, xmm1/m64",V,V,SSE2
CVTSD2SI,F2 REX.W 0F 2D /r,"CVTSD2SI r64, xmm1/m64",V,N.E.,SSE2
VCVTSD2SI,VEX.LIG.F2.0F.W0 2D /r,"VCVTSD2SI r32, xmm1/m64",V,V,AVX
VCVTSD2SI,VEX.LIG.F2.0F.W1 2D /r,"VCVTSD2SI r64, xmm1/m64",V,N.E.,AVX
VCVTSD2SI,EVEX.LIG.F2.0F.W0 2D /r,"VCVTSD2SI r32, xmm1/m64{er}",V,V,AVX512F
VCVTSD2SI,EVEX.LIG.F2.0F.W1 2D /r,"VCVTSD2SI r64, xmm1/m64{er}",V,N.E.,AVX512F
CVTSD2SS,F2 0F 5A /r,"CVTSD2SS xmm1, xmm2/m64",V,V,SSE2
VCVTSD2SS,VEX.LIG.F2.0F.WIG 5A /r,"VCVTSD2SS xmm1,xmm2, xmm3/m64",V,V,AVX
VCVTSD2SS,EVEX.LIG.F2.0F.W1 5A /r,"VCVTSD2SS xmm1 {k1}{z}, xmm2, xmm3/m64{er}",V,V,AVX512F
CVTSI2SD,F2 0F 2A /r,"CVTSI2SD xmm1, r32/m32",V,V,SSE2
CVTSI2SD,F2 REX.W 0F 2A /r,"CVTSI2SD xmm1, r/m64",V,N.E.,SSE2
VCVTSI2SD,VEX.LIG.F2.0F.W0 2A /r,"VCVTSI2SD xmm1, xmm2, r/m32",V,V,AVX
VCVTSI2SD,VEX.LIG.F2.0F.W1 2A /r,"VCVTSI2SD xmm1, xmm2, r/m64",V,N.E.,AVX
VCVTSI2SD,EVEX.LIG.F2.0F.W0 2A /r,"VCVTSI2SD xmm1, xmm2, r/m32",V,V,AVX512F
VCVTSI2SD,EVEX.LIG.F2.0F.W1 2A /r,"VCVTSI2SD xmm1, xmm2, r/m64{er}",V,N.E.,AVX512F
CVTSI2SS,F3 0F 2A /r,"CVTSI2SS xmm1, r/m32",V,V,SSE
CVTSI2SS,F3 REX.W 0F 2A /r,"CVTSI2SS xmm1, r/m64",V,N.E.,SSE
VCVTSI2SS,VEX.LIG.F3.0F.W0 2A /r,"VCVTSI2SS xmm1, xmm2, r/m32",V,V,AVX
VCVTSI2SS,VEX.LIG.F3.0F.W1 2A /r,"VCVTSI2SS xmm1, xmm2, r/m64",V,N.E.,AVX
VCVTSI2SS,EVEX.LIG.F3.0F.W0 2A /r,"VCVTSI2SS xmm1, xmm2, r/m32{er}",V,V,AVX512F
VCVTSI2SS,EVEX.LIG.F3.0F.W1 2A /r,"VCVTSI2SS xmm1, xmm2, r/m64{er}",V,N.E.,AVX512F
CVTSS2SD,F3 0F 5A /r,"CVTSS2SD xmm1, xmm2/m32",V,V,SSE2
VCVTSS2SD,VEX.LIG.F3.0F.WIG 5A /r,"VCVTSS2SD xmm1, xmm2, xmm3/m32",V,V,AVX
VCVTSS2SD,EVEX.LIG.F3.0F.W0 5A /r,"VCVTSS2SD xmm1 {k1}{z}, xmm2, xmm3/m32{sae}",V,V,AVX512F
CVTSS2SI,F3 0F 2D /r,"CVTSS2SI r32, xmm1/m32",V,V,SSE
CVTSS2SI,F3 REX.W 0F 2D /r,"CVTSS2SI r64, xmm1/m32",V,N.E.,SSE
VCVTSS2SI,VEX.LIG.F3.0F.W0 2D /r,"VCVTSS2SI r32, xmm1/m32",V,V,AVX
VCVTSS2SI,VEX.LIG.F3.0F.W1 2D /r,"VCVTSS2SI r64, xmm1/m32",V,N.E.,AVX
VCVTSS2SI,EVEX.LIG.F3.0F.W0 2D /r,"VCVTSS2SI r32, xmm1/m32{er}",V,V,AVX512F
VCVTSS2SI,EVEX.LIG.F3.0F.W1 2D /r,"VCVTSS2SI r64, xmm1/m32{er}",V,N.E.,AVX512F
CVTTPD2DQ,66 0F E6 /r,"CVTTPD2DQ xmm1, xmm2/m128",V,V,SSE2
VCVTTPD2DQ,VEX.128.66.0F.WIG E6 /r,"VCVTTPD2DQ xmm1, xmm2/m128",V,V,AVX
VCVTTPD2DQ,VEX.256.66.0F.WIG E6 /r,"VCVTTPD2DQ xmm1, ymm2/m256",V,V,AVX
VCVTTPD2DQ,EVEX.128.66.0F.W1 E6 /r,"VCVTTPD2DQ xmm1 {k1}{z}, xmm2/m128/m64bcst",V,V,AVX512VL|AVX512F
VCVTTPD2DQ,EVEX.256.66.0F.W1 E6 /r,"VCVTTPD2DQ xmm1 {k1}{z}, ymm2/m256/m64bcst",V,V,AVX512VL|AVX512F
VCVTTPD2DQ,EVEX.512.66.0F.W1 E6 /r,"VCVTTPD2DQ ymm1 {k1}{z}, zmm2/m512/m64bcst{sae}",V,V,AVX512F
CVTTPD2PI,66 0F 2C /r,"CVTTPD2PI mm , xmm/m128",V,V,
CVTTPS2DQ,F3 0F 5B /r,"CVTTPS2DQ xmm1, xmm2/m128",V,V,SSE2
VCVTTPS2DQ,VEX.128.F3.0F.WIG 5B /r,"VCVTTPS2DQ xmm1, xmm2/m128",V,V,AVX
VCVTTPS2DQ,VEX.256.F3.0F.WIG 5B /r,"VCVTTPS2DQ ymm1, ymm2/m256",V,V,AVX
VCVTTPS2DQ,EVEX.128.F3.0F.W0 5B /r,"VCVTTPS2DQ xmm1 {k1}{z}, xmm2/m128/m32bcst",V,V,AVX512VL|AVX512F
VCVTTPS2DQ,EVEX.256.F3.0F.W0 5B /r,"VCVTTPS2DQ ymm1 {k1}{z}, ymm2/m256/m32bcst",V,V,AVX512VL|AVX512F
VCVTTPS2DQ,EVEX.512.F3.0F.W0 5B /r,"VCVTTPS2DQ zmm1 {k1}{z}, zmm2/m512/m32bcst {sae}",V,V,AVX512F
CVTTPS2PI,NP 0F 2C /r,"CVTTPS2PI mm , xmm/m64",V,V,
CVTTSD2SI,F2 0F 2C /r,"CVTTSD2SI r32, xmm1/m64",V,V,SSE2
CVTTSD2SI,F2 REX.W 0F 2C /r,"CVTTSD2SI r64, xmm1/m64",V,N.E.,SSE2
VCVTTSD2SI,VEX.LIG.F2.0F.W0 2C /r,"VCVTTSD2SI r32, xmm1/m64",V,V,AVX
VCVTTSD2SI,VEX.LIG.F2.0F.W1 2C /r,"VCVTTSD2SI r64, xmm1/m64",V,N.E.,AVX
VCVTTSD2SI,EVEX.LIG.F2.0F.W0 2C /r,"VCVTTSD2SI r32, xmm1/m64{sae}",V,V,AVX512F
VCVTTSD2SI,EVEX.LIG.F2.0F.W1 2C /r,"VCVTTSD2SI r64, xmm1/m64{sae}",V,N.E.,AVX512F
CVTTSS2SI,F3 0F 2C /r,"CVTTSS2SI r32, xmm1/m32",V,V,SSE
CVTTSS2SI,F3 REX.W 0F 2C /r,"CVTTSS2SI r64, xmm1/m32",V,N.E.,SSE
VCVTTSS2SI,VEX.LIG.F3.0F.W0 2C /r,"VCVTTSS2SI r32, xmm1/m32",V,V,AVX
VCVTTSS2SI,VEX.LIG.F3.0F.W1 2C /r,"VCVTTSS2SI r64, xmm1/m32",V,N.E.,AVX
VCVTTSS2SI,EVEX.LIG.F3.0F.W0 2C /r,"VCVTTSS2SI r32, xmm1/m32{sae}",V,V,AVX512F
VCVTTSS2SI,EVEX.LIG.F3.0F.W1 2C /r,"VCVTTSS2SI r64, xmm1/m32{sae}",V,N.E.,AVX512F
CWD,99,CWD,V,V,
CDQ,99,CDQ,V,V,
CQO,REX.W 99,CQO,V,N.E.,
DAA,27,DAA,I,V,
DAS,2F,DAS,I,V,
DEC,FE /1,DEC r/m8,V,V,
DEC,REX FE /1,DEC r/m8,V,N.E.,
DEC,FF /1,DEC r/m16,V,V,
DEC,FF /1,DEC r/m32,V,V,
DEC,REX.W FF /1,DEC r/m64,V,N.E.,
DEC,48 +rw,DEC r16,N.E.,V,
DEC,48 +rd,DEC r32,N.E.,V,
DIV,F6 /6,DIV r/m8,V,V,
DIV,REX F6 /6,DIV r/m8,V,N.E.,
DIV,F7 /6,DIV r/m16,V,V,
DIV,F7 /6,DIV r/m32,V,V,
DIV,REX.W F7 /6,DIV r/m64,V,N.E.,
DIVPD,66 0F 5E /r,"DIVPD xmm1, xmm2/m128",V,V,SSE2
VDIVPD,VEX.128.66.0F.WIG 5E /r,"VDIVPD xmm1, xmm2, xmm3/m128",V,V,AVX
VDIVPD,VEX.256.66.0F.WIG 5E /r,"VDIVPD ymm1, ymm2, ymm3/m256",V,V,AVX
VDIVPD,EVEX.128.66.0F.W1 5E /r,"VDIVPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VDIVPD,EVEX.256.66.0F.W1 5E /r,"VDIVPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VDIVPD,EVEX.512.66.0F.W1 5E /r,"VDIVPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst{er}",V,V,AVX512F
DIVPS,NP 0F 5E /r,"DIVPS xmm1, xmm2/m128",V,V,SSE
VDIVPS,VEX.128.0F.WIG 5E /r,"VDIVPS xmm1, xmm2, xmm3/m128",V,V,AVX
VDIVPS,VEX.256.0F.WIG 5E /r,"VDIVPS ymm1, ymm2, ymm3/m256",V,V,AVX
VDIVPS,EVEX.128.0F.W0 5E /r,"VDIVPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VDIVPS,EVEX.256.0F.W0 5E /r,"VDIVPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VDIVPS,EVEX.512.0F.W0 5E /r,"VDIVPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst{er}",V,V,AVX512F
DIVSD,F2 0F 5E /r,"DIVSD xmm1, xmm2/m64",V,V,SSE2
VDIVSD,VEX.LIG.F2.0F.WIG 5E /r,"VDIVSD xmm1, xmm2, xmm3/m64",V,V,AVX
VDIVSD,EVEX.LIG.F2.0F.W1 5E /r,"VDIVSD xmm1 {k1}{z}, xmm2, xmm3/m64{er}",V,V,AVX512F
DIVSS,F3 0F 5E /r,"DIVSS xmm1, xmm2/m32",V,V,SSE
VDIVSS,VEX.LIG.F3.0F.WIG 5E /r,"VDIVSS xmm1, xmm2, xmm3/m32",V,V,AVX
VDIVSS,EVEX.LIG.F3.0F.W0 5E /r,"VDIVSS xmm1 {k1}{z}, xmm2, xmm3/m32{er}",V,V,AVX512F
DPPD,66 0F 3A 41 /r /ib,"DPPD xmm1, xmm2/m128, imm8",V,V,SSE4_1
VDPPD,VEX.128.66.0F3A.WIG 41 /r /ib,"VDPPD xmm1,xmm2, xmm3/m128, imm8",V,V,AVX
DPPS,66 0F 3A 40 /r /ib,"DPPS xmm1, xmm2/m128, imm8",V,V,SSE4_1
VDPPS,VEX.128.66.0F3A.WIG 40 /r /ib,"VDPPS xmm1,xmm2, xmm3/m128, imm8",V,V,AVX
VDPPS,VEX.256.66.0F3A.WIG 40 /r /ib,"VDPPS ymm1, ymm2, ymm3/m256, imm8",V,V,AVX
EMMS,NP 0F 77,EMMS,V,V,
ENTER,C8 iw 00,"ENTER imm16 , 0",V,V,
ENTER,C8 iw 01,"ENTER imm16 ,1",V,V,
ENTER,C8 iw /ib,"ENTER imm16, imm8",V,V,
EXTRACTPS,66 0F 3A 17 /r /ib,"EXTRACTPS reg/m32, xmm1, imm8",V,V,SSE4_1
VEXTRACTPS,VEX.128.66.0F3A.WIG 17 /r /ib,"VEXTRACTPS reg/m32, xmm1, imm8",V,V,AVX
VEXTRACTPS,EVEX.128.66.0F3A.WIG 17 /r /ib,"VEXTRACTPS reg/m32, xmm1, imm8",V,V,AVX512F
F2XM1,D9 F0,F2XM1,V,V,
FABS,D9 E1,FABS,V,V,
FADD,D8 /0,FADD m32fp,V,V,
FADD,DC /0,FADD m64fp,V,V,
FADD,D8 C0 +i,"FADD ST(0), ST(i)",V,V,
FADD,DC C0 +i,"FADD ST(i), ST(0)",V,V,
FADDP,DE C0 +i,"FADDP ST(i), ST(0)",V,V,
FADDP,DE C1,FADDP,V,V,
FIADD,DA /0,FIADD m32int,V,V,
FIADD,DE /0,FIADD m16int,V,V,
FBLD,DF /4,FBLD m80bcd,V,V,
FBSTP,DF /6,FBSTP m80bcd,V,V,
FCHS,D9 E0,FCHS,V,V,
FCLEX,9B DB E2,FCLEX,V,V,
FNCLEX,DB E2,FNCLEX,V,V,
FCMOVB,DA C0 +i,"FCMOVB ST(0), ST(i)",V,V,
FCMOVE,DA C8 +i,"FCMOVE ST(0), ST(i)",V,V,
FCMOVBE,DA D0 +i,"FCMOVBE ST(0), ST(i)",V,V,
FCMOVU,DA D8 +i,"FCMOVU ST(0), ST(i)",V,V,
FCMOVNB,DB C0 +i,"FCMOVNB ST(0), ST(i)",V,V,
FCMOVNE,DB C8 +i,"FCMOVNE ST(0), ST(i)",V,V,
FCMOVNBE,DB D0 +i,"FCMOVNBE ST(0), ST(i)",V,V,
FCMOVNU,DB D8 +i,"FCMOVNU ST(0), ST(i)",V,V,
FCOM,D8 /2,FCOM m32fp,V,V,
FCOM,DC /2,FCOM m64fp,V,V,
FCOM,D8 D0 +i,FCOM ST(i),V,V,
FCOM,D8 D1,FCOM,V,V,
FCOMP,D8 /3,FCOMP m32fp,V,V,
FCOMP,DC /3,FCOMP m64fp,V,V,
FCOMP,D8 D8 +i,FCOMP ST(i),V,V,
FCOMP,D8 D9,FCOMP,V,V,
FCOMPP,DE D9,FCOMPP,V,V,
FCOMI,DB F0 +i,"FCOMI ST, ST(i)",V,V,
FCOMIP,DF F0 +i,"FCOMIP ST, ST(i)",V,V,
FUCOMI,DB E8 +i,"FUCOMI ST, ST(i)",V,V,
FUCOMIP,DF E8 +i,"FUCOMIP ST, ST(i)",V,V,
FCOS,D9 FF,FCOS,V,V,
FDECSTP,D9 F6,FDECSTP,V,V,
FDIV,D8 /6,FDIV m32fp,V,V,
FDIV,DC /6,FDIV m64fp,V,V,
FDIV,D8 F0 +i,"FDIV ST(0), ST(i)",V,V,
FDIV,DC F8 +i,"FDIV ST(i), ST(0)",V,V,
FDIVP,DE F8 +i,"FDIVP ST(i), ST(0)",V,V,
FDIVP,DE F9,FDIVP,V,V,
FIDIV,DA /6,FIDIV m32int,V,V,
FIDIV,DE /6,FIDIV m16int,V,V,
FDIVR,D8 /7,FDIVR m32fp,V,V,
FDIVR,DC /7,FDIVR m64fp,V,V,
FDIVR,D8 F8 +i,"FDIVR ST(0), ST(i)",V,V,
FDIVR,DC F0 +i,"FDIVR ST(i), ST(0)",V,V,
FDIVRP,DE F0 +i,"FDIVRP ST(i), ST(0)",V,V,
FDIVRP,DE F1,FDIVRP,V,V,
FIDIVR,DA /7,FIDIVR m32int,V,V,
FIDIVR,DE /7,FIDIVR m16int,V,V,
FFREE,DD C0 +i,FFREE ST(i),V,V,
FICOM,DE /2,FICOM m16int,V,V,
FICOM,DA /2,FICOM m32int,V,V,
FICOMP,DE /3,FICOMP m16int,V,V,
FICOMP,DA /3,FICOMP m32int,V,V,
FILD,DF /0,FILD m16int,V,V,
FILD,DB /0,FILD m32int,V,V,
FILD,DF /5,FILD m64int,V,V,
FINCSTP,D9 F7,FINCSTP,V,V,
FINIT,9B DB E3,FINIT,V,V,
FNINIT,DB E3,FNINIT,V,V,
FIST,DF /2,FIST m16int,V,V,
FIST,DB /2,FIST m32int,V,V,
FISTP,DF /3,FISTP m16int,V,V,
FISTP,DB /3,FISTP m32int,V,V,
FISTP,DF /7,FISTP m64int,V,V,
FISTTP,DF /1,FISTTP m16int,V,V,
FISTTP,DB /1,FISTTP m32int,V,V,
FISTTP,DD /1,FISTTP m64int,V,V,
FLD,D9 /0,FLD m32fp,V,V,
FLD,DD /0,FLD m64fp,V,V,
FLD,DB /5,FLD m80fp,V,V,
FLD,D9 C0 +i,FLD ST(i),V,V,
FLD1,D9 E8,FLD1,V,V,
FLDL2T,D9 E9,FLDL2T,V,V,
FLDL2E,D9 EA,FLDL2E,V,V,
FLDPI,D9 EB,FLDPI,V,V,
FLDLG2,D9 EC,FLDLG2,V,V,
FLDLN2,D9 ED,FLDLN2,V,V,
FLDZ,D9 EE,FLDZ,V,V,
FLDCW,D9 /5,FLDCW m2byte,V,V,
FLDENV,D9 /4,FLDENV m14/28byte,V,V,
FMUL,D8 /1,FMUL m32fp,V,V,
FMUL,DC /1,FMUL m64fp,V,V,
FMUL,D8 C8 +i,"FMUL ST(0), ST(i)",V,V,
FMUL,DC C8 +i,"FMUL ST(i), ST(0)",V,V,
FMULP,DE C8 +i,"FMULP ST(i), ST(0)",V,V,
FMULP,DE C9,FMULP,V,V,
FIMUL,DA /1,FIMUL m32int,V,V,
FIMUL,DE /1,FIMUL m16int,V,V,
FNOP,D9 D0,FNOP,V,V,
FPATAN,D9 F3,FPATAN,V,V,
FPREM,D9 F8,FPREM,V,V,
FPREM1,D9 F5,FPREM1,V,V,
FPTAN,D9 F2,FPTAN,V,V,
FRNDINT,D9 FC,FRNDINT,V,V,
FRSTOR,DD /4,FRSTOR m94/108byte,V,V,
FSAVE,9B DD /6,FSAVE m94/108byte,V,V,
FNSAVE,DD /6,FNSAVE m94/108byte,V,V,
FSCALE,D9 FD,FSCALE,V,V,
FSIN,D9 FE,FSIN,V,V,
FSINCOS,D9 FB,FSINCOS,V,V,
FSQRT,D9 FA,FSQRT,V,V,
FST,D9 /2,FST m32fp,V,V,
FST,DD /2,FST m64fp,V,V,
FST,DD D0 +i,FST ST(i),V,V,
FSTP,D9 /3,FSTP m32fp,V,V,
FSTP,DD /3,FSTP m64fp,V,V,
FSTP,DB /7,FSTP m80fp,V,V,
FSTP,DD D8 +i,FSTP ST(i),V,V,
FSTCW,9B D9 /7,FSTCW m2byte,V,V,
FNSTCW,D9 /7,FNSTCW m2byte,V,V,
FSTENV,9B D9 /6,FSTENV m14/28byte,V,V,
FNSTENV,D9 /6,FNSTENV m14/28byte,V,V,
